user,item,time
186158,19,2023-09-20 18:38:26
186158,19,2023-09-20 18:38:26
186158,29,2023-09-20 18:38:30
186158,29,2023-09-20 18:38:30
186158,29,2023-09-20 18:38:43
186158,29,2023-09-20 18:38:47
186158,29,2023-09-20 18:38:47
186158,29,2023-09-20 18:38:47
186158,29,2023-09-20 18:38:47
186158,29,2023-09-20 18:38:47
159733,19,2023-09-20 18:39:22
159733,19,2023-09-20 18:39:22
159733,19,2023-09-20 18:39:48
159733,19,2023-09-20 18:40:05
159733,19,2023-09-20 18:40:05
159733,19,2023-09-20 18:40:05
159733,19,2023-09-20 18:40:05
159733,19,2023-09-20 18:40:05
159733,14,2023-09-20 18:40:28
159733,16,2023-09-20 18:50:11
180545,19,2023-09-20 18:54:54
180545,19,2023-09-20 18:54:55
180545,29,2023-09-20 18:55:08
180545,29,2023-09-20 18:55:08
185009,15,2023-09-20 19:00:48
185009,15,2023-09-20 19:07:16
185009,15,2023-09-20 19:07:26
185009,17,2023-09-20 19:08:03
185009,29,2023-09-20 19:12:47
185009,29,2023-09-20 19:12:47
180599,19,2023-09-20 19:21:59
180599,19,2023-09-20 19:22:00
180599,19,2023-09-20 19:22:02
180599,19,2023-09-20 19:22:51
180599,19,2023-09-20 19:22:51
180599,19,2023-09-20 19:22:51
180599,19,2023-09-20 19:22:51
180599,19,2023-09-20 19:22:51
180599,29,2023-09-20 19:24:04
180599,29,2023-09-20 19:24:05
180599,29,2023-09-20 19:24:08
180599,29,2023-09-20 19:25:56
180599,29,2023-09-20 19:25:56
180599,29,2023-09-20 19:25:56
180599,29,2023-09-20 19:25:56
180599,29,2023-09-20 19:25:56
184992,30,2023-09-20 19:27:16
159733,29,2023-09-20 19:32:05
159733,29,2023-09-20 19:32:05
159733,29,2023-09-20 19:32:07
171442,29,2023-09-20 19:32:12
171442,29,2023-09-20 19:32:12
159733,29,2023-09-20 19:32:19
159733,29,2023-09-20 19:32:19
159733,29,2023-09-20 19:32:19
159733,29,2023-09-20 19:32:19
159733,29,2023-09-20 19:32:19
171442,29,2023-09-20 19:32:47
171442,29,2023-09-20 19:33:00
171442,29,2023-09-20 19:33:00
171442,29,2023-09-20 19:33:00
171442,29,2023-09-20 19:33:00
171442,29,2023-09-20 19:33:00
140032,29,2023-09-20 19:33:09
140032,29,2023-09-20 19:33:09
140032,29,2023-09-20 19:33:12
140032,29,2023-09-20 19:33:25
140032,29,2023-09-20 19:33:25
140032,29,2023-09-20 19:33:26
140032,29,2023-09-20 19:33:26
140032,29,2023-09-20 19:33:26
141444,29,2023-09-20 19:34:00
141444,29,2023-09-20 19:34:00
141444,29,2023-09-20 19:34:02
141444,29,2023-09-20 19:34:14
141444,29,2023-09-20 19:34:14
141444,29,2023-09-20 19:34:14
141444,29,2023-09-20 19:34:14
141444,29,2023-09-20 19:34:14
186480,29,2023-09-20 19:35:53
186480,29,2023-09-20 19:35:53
186480,29,2023-09-20 19:35:55
186162,29,2023-09-20 19:36:24
186162,29,2023-09-20 19:36:24
186162,29,2023-09-20 19:36:28
186162,29,2023-09-20 19:36:57
186162,29,2023-09-20 19:36:57
186162,29,2023-09-20 19:36:57
186162,29,2023-09-20 19:36:57
186162,29,2023-09-20 19:36:57
186480,29,2023-09-20 19:37:15
186480,29,2023-09-20 19:37:15
186480,29,2023-09-20 19:37:15
186480,29,2023-09-20 19:37:15
186480,29,2023-09-20 19:37:15
185009,24,2023-09-20 19:39:11
185009,24,2023-09-20 19:39:11
185009,29,2023-09-20 19:39:19
185009,29,2023-09-20 19:39:20
185009,29,2023-09-20 19:39:21
185009,29,2023-09-20 19:39:45
185009,29,2023-09-20 19:39:46
185009,29,2023-09-20 19:39:46
185009,29,2023-09-20 19:39:46
185009,29,2023-09-20 19:39:46
185673,32,2023-09-20 20:41:55
163849,8,2023-09-20 20:43:00
163849,8,2023-09-20 20:43:00
185674,23,2023-09-20 20:43:44
185674,25,2023-09-20 20:43:45
185674,26,2023-09-20 20:43:46
185674,27,2023-09-20 20:43:48
185674,28,2023-09-20 20:43:50
186161,29,2023-09-20 22:11:29
186161,29,2023-09-20 22:11:29
184992,1,2023-09-20 22:29:04
184992,12,2023-09-20 22:30:47
184992,13,2023-09-20 23:04:18
184992,5,2023-09-20 23:04:59
184992,14,2023-09-20 23:21:59
186155,7,2023-09-20 23:32:40
186155,11,2023-09-20 23:51:31
185004,29,2023-09-21 10:25:10
185004,29,2023-09-21 10:25:10
179356,22,2023-09-21 10:33:12
185009,24,2023-09-21 10:35:34
185009,24,2023-09-21 10:35:34
185009,22,2023-09-21 10:37:09
159733,21,2023-09-21 11:12:45
184992,16,2023-09-21 11:39:44
184992,29,2023-09-21 11:40:23
184992,29,2023-09-21 11:40:23
184992,21,2023-09-21 11:40:26
186153,8,2023-09-21 11:58:16
186153,8,2023-09-21 11:58:16
184980,8,2023-09-21 12:02:19
184980,8,2023-09-21 12:02:21
186478,8,2023-09-21 12:06:33
186478,8,2023-09-21 12:06:33
184992,31,2023-09-21 12:17:15
184992,30,2023-09-21 12:17:21
184992,17,2023-09-21 12:17:43
184992,15,2023-09-21 12:19:23
184992,15,2023-09-21 12:19:38
184992,15,2023-09-21 12:19:40
184992,17,2023-09-21 12:20:42
185006,29,2023-09-21 12:20:47
185006,29,2023-09-21 12:20:47
185006,19,2023-09-21 12:20:56
185006,19,2023-09-21 12:20:57
184992,17,2023-09-21 12:21:56
184988,38,2023-09-21 12:22:03
184986,19,2023-09-21 12:23:20
184986,19,2023-09-21 12:23:20
184986,8,2023-09-21 12:23:32
184986,8,2023-09-21 12:23:32
184992,18,2023-09-21 12:23:52
184988,32,2023-09-21 12:23:59
184988,39,2023-09-21 12:24:00
184992,18,2023-09-21 12:24:03
184988,32,2023-09-21 12:24:38
186479,8,2023-09-21 12:25:41
186479,8,2023-09-21 12:25:41
186161,8,2023-09-21 12:26:29
186161,8,2023-09-21 12:26:30
184992,55,2023-09-21 12:28:53
184992,69,2023-09-21 12:29:06
185674,8,2023-09-21 12:30:19
185674,8,2023-09-21 12:30:19
184992,87,2023-09-21 12:30:52
185674,20,2023-09-21 12:30:56
170619,8,2023-09-21 12:32:42
170619,8,2023-09-21 12:32:43
186161,29,2023-09-21 12:37:11
186161,29,2023-09-21 12:37:11
184988,38,2023-09-21 12:38:00
186161,29,2023-09-21 12:38:15
186161,29,2023-09-21 12:38:25
186161,29,2023-09-21 12:38:25
186161,29,2023-09-21 12:38:25
186161,29,2023-09-21 12:38:25
186161,29,2023-09-21 12:38:25
186161,31,2023-09-21 12:38:44
186161,21,2023-09-21 12:38:51
180545,8,2023-09-21 12:39:13
180545,8,2023-09-21 12:39:13
185006,8,2023-09-21 12:40:43
185006,8,2023-09-21 12:40:44
180599,8,2023-09-21 12:57:20
180599,8,2023-09-21 12:57:21
185673,8,2023-09-21 12:59:50
185673,8,2023-09-21 12:59:50
185006,24,2023-09-21 13:00:54
185006,24,2023-09-21 13:00:55
185006,19,2023-09-21 13:02:15
185006,19,2023-09-21 13:02:15
185006,37,2023-09-21 13:02:20
185006,37,2023-09-21 13:02:20
184994,8,2023-09-21 13:02:47
184994,8,2023-09-21 13:02:47
184994,8,2023-09-21 13:05:41
184994,8,2023-09-21 13:05:42
184992,16,2023-09-21 13:11:56
184999,8,2023-09-21 13:37:13
184999,8,2023-09-21 13:37:14
185000,8,2023-09-21 15:23:39
185000,8,2023-09-21 15:23:40
179682,8,2023-09-21 16:07:01
179682,8,2023-09-21 16:07:02
185674,24,2023-09-21 16:07:29
185674,24,2023-09-21 16:07:30
184885,37,2023-09-21 16:08:53
184885,37,2023-09-21 16:08:53
184885,38,2023-09-21 16:09:10
185674,20,2023-09-21 16:11:58
141174,8,2023-09-21 16:12:29
141174,8,2023-09-21 16:12:29
186158,20,2023-09-21 16:13:32
186158,22,2023-09-21 16:13:33
186158,24,2023-09-21 16:13:52
186158,24,2023-09-21 16:13:52
184985,8,2023-09-21 16:14:40
184985,8,2023-09-21 16:14:40
186161,8,2023-09-21 16:16:29
186161,8,2023-09-21 16:16:29
186158,8,2023-09-21 16:20:08
186158,8,2023-09-21 16:20:09
185674,22,2023-09-21 16:25:28
186164,8,2023-09-21 16:41:49
186164,8,2023-09-21 16:41:50
185674,23,2023-09-21 16:59:27
185674,25,2023-09-21 16:59:28
185674,26,2023-09-21 16:59:29
185674,27,2023-09-21 16:59:32
185674,28,2023-09-21 16:59:33
185674,28,2023-09-21 16:59:35
179356,22,2023-09-21 19:42:58
179356,20,2023-09-21 19:42:59
179356,20,2023-09-21 19:46:37
186157,8,2023-09-21 19:59:53
186157,8,2023-09-21 19:59:54
179356,4,2023-09-21 20:06:12
171442,8,2023-09-21 20:59:16
171442,8,2023-09-21 20:59:17
185673,22,2023-09-21 23:42:53
193349,13,2023-09-22 04:12:42
193349,13,2023-09-22 04:14:30
170619,20,2023-09-22 09:10:12
170619,22,2023-09-22 09:10:14
184885,32,2023-09-22 09:20:07
184885,38,2023-09-22 09:21:08
184885,39,2023-09-22 09:21:10
184885,39,2023-09-22 09:27:01
159733,8,2023-09-22 10:33:45
159733,8,2023-09-22 10:33:46
159733,22,2023-09-22 11:24:00
159733,20,2023-09-22 11:24:01
185004,8,2023-09-22 11:30:16
185004,8,2023-09-22 11:30:16
185004,22,2023-09-22 11:38:44
159733,37,2023-09-22 12:30:09
159733,37,2023-09-22 12:30:09
184885,32,2023-09-22 15:48:42
186153,38,2023-09-22 18:13:33
185006,23,2023-09-22 18:47:50
185006,25,2023-09-22 18:49:47
185006,26,2023-09-22 18:54:34
185006,23,2023-09-22 19:19:05
184885,32,2023-09-22 19:23:35
185006,26,2023-09-22 20:36:39
185004,22,2023-09-23 09:24:27
185004,6,2023-09-23 10:01:55
171442,24,2023-09-23 10:20:56
171442,24,2023-09-23 10:20:56
171442,22,2023-09-23 10:22:19
184992,21,2023-09-23 10:27:13
185004,24,2023-09-23 10:41:15
185004,24,2023-09-23 10:41:15
185004,24,2023-09-23 10:41:17
185004,24,2023-09-23 10:41:26
185004,24,2023-09-23 10:41:26
185004,24,2023-09-23 10:41:27
185004,24,2023-09-23 10:41:27
185004,24,2023-09-23 10:41:27
184992,13,2023-09-23 11:17:37
184990,24,2023-09-23 11:55:50
184990,24,2023-09-23 11:55:50
185009,24,2023-09-23 12:44:05
185009,24,2023-09-23 12:44:05
185009,37,2023-09-23 12:44:18
185009,37,2023-09-23 12:44:19
185009,32,2023-09-23 12:44:30
185009,24,2023-09-23 12:46:00
185009,24,2023-09-23 12:46:00
185009,23,2023-09-23 12:46:19
185009,22,2023-09-23 12:46:31
185009,20,2023-09-23 12:46:32
185009,8,2023-09-23 12:47:45
185009,8,2023-09-23 12:47:45
185009,24,2023-09-23 12:49:39
185009,24,2023-09-23 12:49:39
185009,3,2023-09-23 12:55:01
185009,3,2023-09-23 12:55:10
185009,2,2023-09-23 12:57:38
184885,13,2023-09-23 13:03:14
184885,14,2023-09-23 13:03:21
186164,20,2023-09-23 13:37:03
186164,22,2023-09-23 13:37:53
186164,8,2023-09-23 13:38:47
186164,8,2023-09-23 13:38:47
181091,8,2023-09-23 13:54:51
181091,8,2023-09-23 13:54:51
140230,8,2023-09-23 14:04:35
140230,8,2023-09-23 14:04:36
140230,8,2023-09-23 14:04:55
140230,8,2023-09-23 14:04:55
140230,19,2023-09-23 14:05:06
140230,19,2023-09-23 14:05:06
140230,8,2023-09-23 14:05:31
140230,8,2023-09-23 14:05:31
140230,24,2023-09-23 14:05:48
140230,24,2023-09-23 14:05:48
186164,6,2023-09-23 15:25:12
159733,23,2023-09-23 16:08:24
159733,25,2023-09-23 16:08:25
159733,26,2023-09-23 16:08:27
159733,27,2023-09-23 16:08:28
159733,28,2023-09-23 16:08:30
159733,33,2023-09-23 16:08:32
159733,34,2023-09-23 16:08:33
159733,35,2023-09-23 16:08:34
159733,23,2023-09-23 16:08:59
159733,25,2023-09-23 16:09:01
159733,26,2023-09-23 16:09:02
159733,27,2023-09-23 16:09:03
159733,28,2023-09-23 16:09:05
159733,22,2023-09-23 16:12:32
184885,37,2023-09-23 16:53:58
184885,37,2023-09-23 16:53:58
184885,37,2023-09-23 16:54:52
184885,37,2023-09-23 16:54:56
184885,37,2023-09-23 16:54:56
184885,37,2023-09-23 16:54:57
184885,37,2023-09-23 16:54:57
184885,37,2023-09-23 16:54:57
184885,8,2023-09-23 17:03:23
184885,8,2023-09-23 17:03:24
184885,24,2023-09-23 17:04:46
184885,24,2023-09-23 17:04:46
184990,10,2023-09-23 17:35:02
184990,24,2023-09-23 17:39:34
184990,24,2023-09-23 17:39:34
184990,23,2023-09-23 17:39:56
184990,25,2023-09-23 17:43:08
184990,26,2023-09-23 18:00:57
185004,29,2023-09-23 18:03:08
185004,29,2023-09-23 18:03:09
185004,32,2023-09-23 18:03:13
185004,37,2023-09-23 18:04:24
185004,37,2023-09-23 18:04:24
184990,27,2023-09-23 18:11:25
184990,28,2023-09-23 18:20:23
184990,37,2023-09-23 18:21:19
184990,37,2023-09-23 18:21:19
184990,32,2023-09-23 18:21:36
184990,39,2023-09-23 18:30:07
184990,38,2023-09-23 18:30:13
184990,37,2023-09-23 18:33:29
184990,37,2023-09-23 18:33:29
185004,32,2023-09-23 18:40:37
185004,38,2023-09-23 18:40:52
185004,39,2023-09-23 18:42:20
184885,8,2023-09-23 18:46:29
184885,8,2023-09-23 18:46:29
185673,22,2023-09-23 19:47:57
185673,3,2023-09-23 19:48:07
184992,8,2023-09-23 21:06:40
184992,8,2023-09-23 21:06:40
184992,1,2023-09-23 21:10:24
184992,37,2023-09-23 21:20:44
184992,37,2023-09-23 21:20:44
184992,32,2023-09-23 21:20:47
184992,39,2023-09-23 21:20:53
184992,39,2023-09-23 21:21:11
184992,38,2023-09-23 21:21:23
179682,20,2023-09-23 21:43:31
179682,22,2023-09-23 21:51:59
185006,22,2023-09-23 22:10:35
184885,24,2023-09-23 22:44:22
184885,24,2023-09-23 22:44:22
184885,36,2023-09-23 22:44:37
184885,36,2023-09-23 22:44:38
184885,24,2023-09-23 22:44:46
184885,24,2023-09-23 22:44:47
186157,36,2023-09-23 23:33:47
186157,36,2023-09-23 23:33:47
186157,24,2023-09-23 23:33:53
186157,24,2023-09-23 23:33:53
186157,24,2023-09-23 23:33:58
186157,24,2023-09-23 23:33:58
186157,32,2023-09-23 23:34:09
185006,22,2023-09-23 23:48:56
185006,8,2023-09-24 02:10:47
185006,8,2023-09-24 02:10:48
185006,24,2023-09-24 02:11:01
185006,24,2023-09-24 02:11:01
185006,22,2023-09-24 02:25:35
185006,23,2023-09-24 02:39:24
185006,25,2023-09-24 02:43:20
185006,26,2023-09-24 02:43:22
185006,27,2023-09-24 02:43:25
185006,28,2023-09-24 02:43:26
185006,6,2023-09-24 02:44:46
184992,23,2023-09-24 09:29:40
184992,25,2023-09-24 09:29:41
184992,26,2023-09-24 09:29:43
184992,27,2023-09-24 09:29:44
184992,28,2023-09-24 09:29:46
184992,20,2023-09-24 10:00:20
184992,22,2023-09-24 10:00:23
184990,32,2023-09-24 10:01:56
184998,8,2023-09-24 10:10:50
184998,8,2023-09-24 10:10:50
184998,24,2023-09-24 10:12:14
184998,24,2023-09-24 10:12:14
184998,29,2023-09-24 10:12:22
184998,29,2023-09-24 10:12:22
184998,21,2023-09-24 10:12:37
184998,30,2023-09-24 10:12:38
184998,31,2023-09-24 10:12:41
185004,32,2023-09-24 10:21:26
184992,20,2023-09-24 10:24:11
184992,22,2023-09-24 10:25:33
184998,30,2023-09-24 10:25:55
184998,31,2023-09-24 10:26:46
186153,20,2023-09-24 10:54:11
186153,22,2023-09-24 10:54:12
186153,23,2023-09-24 10:54:49
186153,27,2023-09-24 10:54:50
186153,26,2023-09-24 10:54:50
186153,25,2023-09-24 10:54:50
186153,28,2023-09-24 10:54:51
185004,15,2023-09-24 10:56:01
185004,14,2023-09-24 10:56:03
186164,22,2023-09-24 11:05:48
185004,22,2023-09-24 11:13:19
184998,9,2023-09-24 11:16:10
184998,20,2023-09-24 11:16:35
184998,22,2023-09-24 11:16:36
185004,21,2023-09-24 11:19:03
186153,22,2023-09-24 11:21:21
159733,22,2023-09-24 11:22:00
184992,36,2023-09-24 11:29:45
184992,36,2023-09-24 11:29:45
186153,8,2023-09-24 12:05:47
186153,8,2023-09-24 12:05:47
186153,8,2023-09-24 12:05:52
186153,8,2023-09-24 12:05:52
184999,20,2023-09-24 12:08:54
184999,22,2023-09-24 12:08:55
185009,24,2023-09-24 12:09:58
185009,24,2023-09-24 12:09:58
185009,24,2023-09-24 12:32:16
185009,24,2023-09-24 12:32:35
185009,24,2023-09-24 12:32:35
185009,24,2023-09-24 12:32:36
185009,24,2023-09-24 12:32:37
185009,24,2023-09-24 12:32:37
186153,3,2023-09-24 12:34:10
186153,6,2023-09-24 12:34:17
186164,24,2023-09-24 13:03:22
186164,24,2023-09-24 13:03:22
186164,24,2023-09-24 13:03:24
186164,24,2023-09-24 13:03:34
186164,24,2023-09-24 13:03:34
186164,24,2023-09-24 13:03:34
186164,24,2023-09-24 13:03:34
186164,24,2023-09-24 13:03:35
184992,25,2023-09-24 13:05:41
179682,3,2023-09-24 13:09:48
184885,23,2023-09-24 13:14:53
184885,25,2023-09-24 13:14:53
184885,26,2023-09-24 13:14:54
184885,27,2023-09-24 13:14:54
184885,28,2023-09-24 13:14:56
184885,20,2023-09-24 13:20:13
184885,22,2023-09-24 13:20:13
184985,24,2023-09-24 13:28:10
184985,24,2023-09-24 13:28:10
184992,6,2023-09-24 13:49:13
184992,2,2023-09-24 13:49:34
184992,2,2023-09-24 13:49:34
184992,2,2023-09-24 13:50:27
184992,3,2023-09-24 13:50:34
186162,24,2023-09-24 13:54:06
186162,24,2023-09-24 13:54:06
186162,36,2023-09-24 13:54:32
186162,36,2023-09-24 13:54:32
186162,22,2023-09-24 13:57:09
186153,23,2023-09-24 14:04:42
186153,25,2023-09-24 14:04:42
186153,26,2023-09-24 14:04:42
186153,27,2023-09-24 14:04:43
186153,28,2023-09-24 14:04:43
179682,6,2023-09-24 14:06:42
184992,26,2023-09-24 14:09:16
184992,27,2023-09-24 14:09:18
184992,28,2023-09-24 14:09:20
184992,22,2023-09-24 14:12:23
186153,4,2023-09-24 14:16:01
184986,22,2023-09-24 14:28:45
186162,20,2023-09-24 14:43:52
184986,8,2023-09-24 15:20:44
184986,8,2023-09-24 15:20:44
184885,20,2023-09-24 15:27:56
184885,22,2023-09-24 15:27:58
159733,24,2023-09-24 15:46:14
159733,24,2023-09-24 15:46:14
159733,24,2023-09-24 15:46:18
159733,24,2023-09-24 15:47:00
159733,24,2023-09-24 15:47:00
159733,24,2023-09-24 15:47:01
159733,24,2023-09-24 15:47:01
159733,24,2023-09-24 15:47:02
184980,37,2023-09-24 15:58:00
184980,37,2023-09-24 15:58:00
184980,24,2023-09-24 16:01:36
184980,24,2023-09-24 16:01:37
184985,20,2023-09-24 16:01:43
184980,24,2023-09-24 16:01:44
184980,24,2023-09-24 16:01:44
184985,22,2023-09-24 16:01:46
184985,3,2023-09-24 16:01:52
184980,22,2023-09-24 16:08:15
185004,32,2023-09-24 16:20:30
185004,14,2023-09-24 16:21:41
184985,2,2023-09-24 16:21:56
186162,4,2023-09-24 16:26:52
186162,4,2023-09-24 16:38:11
186162,20,2023-09-24 16:38:16
186162,22,2023-09-24 16:38:21
184986,24,2023-09-24 16:40:04
184986,24,2023-09-24 16:40:04
184986,24,2023-09-24 16:40:06
184986,24,2023-09-24 16:40:43
184986,24,2023-09-24 16:40:43
184986,24,2023-09-24 16:40:44
184986,24,2023-09-24 16:40:44
184986,24,2023-09-24 16:40:45
184986,24,2023-09-24 16:56:33
184986,24,2023-09-24 16:56:33
184986,24,2023-09-24 16:57:20
184986,24,2023-09-24 16:57:20
184992,24,2023-09-24 16:57:27
184992,24,2023-09-24 16:57:27
184986,32,2023-09-24 16:57:35
184986,24,2023-09-24 17:01:55
184986,24,2023-09-24 17:01:55
184986,24,2023-09-24 17:01:58
184986,24,2023-09-24 17:02:17
184986,24,2023-09-24 17:02:17
184986,24,2023-09-24 17:02:18
184986,24,2023-09-24 17:02:18
184986,24,2023-09-24 17:02:18
184986,31,2023-09-24 17:03:53
184986,30,2023-09-24 17:04:03
184986,24,2023-09-24 17:05:31
184986,24,2023-09-24 17:05:32
184986,24,2023-09-24 17:05:57
184986,24,2023-09-24 17:05:58
184986,5,2023-09-24 17:06:10
184986,13,2023-09-24 17:06:26
184986,15,2023-09-24 17:06:38
184986,32,2023-09-24 17:08:40
184986,38,2023-09-24 17:11:03
186162,36,2023-09-24 17:30:09
186162,36,2023-09-24 17:30:09
185004,38,2023-09-24 17:43:35
184885,24,2023-09-24 17:44:37
184885,24,2023-09-24 17:44:37
184885,24,2023-09-24 17:44:41
184885,24,2023-09-24 17:46:08
184885,24,2023-09-24 17:46:32
184885,24,2023-09-24 17:46:32
184885,24,2023-09-24 17:46:33
184885,24,2023-09-24 17:46:33
184885,24,2023-09-24 17:46:34
184992,3,2023-09-24 17:48:06
186153,8,2023-09-24 17:50:13
186153,8,2023-09-24 17:50:13
186153,8,2023-09-24 17:50:25
186153,8,2023-09-24 17:50:25
186153,24,2023-09-24 17:50:30
186153,24,2023-09-24 17:50:30
186153,36,2023-09-24 17:50:31
186153,36,2023-09-24 17:50:31
186153,24,2023-09-24 17:50:36
186153,24,2023-09-24 17:51:54
186153,24,2023-09-24 17:51:54
186153,24,2023-09-24 17:51:54
186153,24,2023-09-24 17:51:55
186153,24,2023-09-24 17:51:55
184992,23,2023-09-24 18:00:01
184992,25,2023-09-24 18:00:06
184992,23,2023-09-24 18:07:25
184992,33,2023-09-24 18:18:50
194146,2,2023-09-24 18:21:43
194146,2,2023-09-24 18:21:47
185000,20,2023-09-24 18:33:16
185000,22,2023-09-24 18:33:18
185004,32,2023-09-24 18:38:11
184980,24,2023-09-24 18:46:04
184980,24,2023-09-24 18:46:04
184980,22,2023-09-24 18:46:12
184990,24,2023-09-24 18:56:39
184990,24,2023-09-24 18:56:39
186164,32,2023-09-24 19:23:31
186164,38,2023-09-24 19:23:33
186164,39,2023-09-24 19:23:34
185006,22,2023-09-24 19:29:49
185006,6,2023-09-24 19:30:25
184994,22,2023-09-24 19:38:52
184994,22,2023-09-24 19:40:55
184988,24,2023-09-24 19:53:32
184988,24,2023-09-24 19:53:32
184988,23,2023-09-24 19:57:24
184988,25,2023-09-24 19:57:24
186478,8,2023-09-24 20:10:06
186478,8,2023-09-24 20:10:07
186478,8,2023-09-24 20:13:20
186478,8,2023-09-24 20:13:21
184992,24,2023-09-24 20:19:43
184992,24,2023-09-24 20:19:43
184992,24,2023-09-24 20:19:51
184992,24,2023-09-24 20:19:51
184992,24,2023-09-24 20:27:15
184992,24,2023-09-24 20:27:36
184992,24,2023-09-24 20:27:36
184992,24,2023-09-24 20:27:37
184992,24,2023-09-24 20:27:37
184992,24,2023-09-24 20:27:38
184988,26,2023-09-24 20:28:11
184988,25,2023-09-24 20:28:14
184992,8,2023-09-24 20:28:51
184992,8,2023-09-24 20:28:52
184992,24,2023-09-24 20:35:14
184992,37,2023-09-24 20:38:03
184992,37,2023-09-24 20:38:03
186478,22,2023-09-24 20:49:29
180545,29,2023-09-24 20:50:48
180545,29,2023-09-24 20:50:48
178614,23,2023-09-24 20:50:49
180545,24,2023-09-24 20:51:12
180545,24,2023-09-24 20:51:12
186478,20,2023-09-24 20:51:28
178614,25,2023-09-24 20:51:48
178614,26,2023-09-24 20:52:04
178614,26,2023-09-24 20:52:11
178614,27,2023-09-24 20:52:34
180545,22,2023-09-24 20:58:48
180545,20,2023-09-24 20:58:49
180545,4,2023-09-24 20:59:46
178614,19,2023-09-24 21:00:17
178614,19,2023-09-24 21:00:17
180545,36,2023-09-24 21:02:04
180545,36,2023-09-24 21:02:05
186152,8,2023-09-24 21:07:16
186152,8,2023-09-24 21:07:17
186152,24,2023-09-24 21:07:22
186152,24,2023-09-24 21:07:22
186478,3,2023-09-24 21:22:08
186478,22,2023-09-24 21:23:57
184988,22,2023-09-24 21:25:14
178614,28,2023-09-24 21:25:46
184988,24,2023-09-24 21:32:47
184988,24,2023-09-24 21:32:47
184985,24,2023-09-24 21:57:29
184985,24,2023-09-24 21:57:29
184985,24,2023-09-24 21:57:33
184985,24,2023-09-24 21:58:26
184985,24,2023-09-24 21:58:26
184985,24,2023-09-24 21:58:27
184985,24,2023-09-24 21:58:27
184985,24,2023-09-24 21:58:28
186478,6,2023-09-24 22:21:34
185674,23,2023-09-24 22:28:07
185674,25,2023-09-24 22:33:14
184990,24,2023-09-24 23:24:46
184990,24,2023-09-24 23:24:47
184990,6,2023-09-24 23:25:21
184990,2,2023-09-24 23:26:17
184990,8,2023-09-24 23:29:59
184990,8,2023-09-24 23:29:59
185674,20,2023-09-24 23:31:54
185674,22,2023-09-24 23:35:29
184990,20,2023-09-24 23:44:59
184990,22,2023-09-24 23:45:27
185674,26,2023-09-24 23:45:35
185674,27,2023-09-25 00:22:44
185674,27,2023-09-25 00:27:16
185003,24,2023-09-25 01:02:38
185003,24,2023-09-25 01:02:39
185674,28,2023-09-25 01:03:45
184980,24,2023-09-25 01:36:12
184980,8,2023-09-25 01:36:24
184980,8,2023-09-25 01:36:25
184980,24,2023-09-25 01:36:30
184980,24,2023-09-25 01:36:30
184980,24,2023-09-25 01:36:30
184980,24,2023-09-25 01:36:31
184980,24,2023-09-25 01:36:32
184980,24,2023-09-25 01:37:01
184980,24,2023-09-25 01:37:01
184980,24,2023-09-25 01:37:02
184980,24,2023-09-25 01:37:03
184980,8,2023-09-25 01:37:54
184980,8,2023-09-25 01:37:54
184980,24,2023-09-25 01:37:56
184980,24,2023-09-25 01:37:57
185673,24,2023-09-25 01:59:49
185673,24,2023-09-25 01:59:49
185673,24,2023-09-25 01:59:52
185673,24,2023-09-25 02:00:34
185673,24,2023-09-25 02:00:34
185673,24,2023-09-25 02:00:34
185673,24,2023-09-25 02:00:35
185673,24,2023-09-25 02:00:35
184990,36,2023-09-25 02:14:19
184990,36,2023-09-25 02:14:19
184990,24,2023-09-25 02:22:00
184990,24,2023-09-25 02:22:01
180599,24,2023-09-25 08:46:47
180599,24,2023-09-25 08:46:47
186164,32,2023-09-25 09:05:31
179682,24,2023-09-25 09:27:44
179682,24,2023-09-25 09:27:44
179682,24,2023-09-25 09:27:47
179682,24,2023-09-25 09:28:03
179682,24,2023-09-25 09:28:03
179682,24,2023-09-25 09:28:03
179682,24,2023-09-25 09:28:03
179682,24,2023-09-25 09:28:04
186157,24,2023-09-25 09:44:20
186157,24,2023-09-25 09:44:20
185006,29,2023-09-25 10:03:50
185006,29,2023-09-25 10:03:51
185006,24,2023-09-25 10:04:08
185006,24,2023-09-25 10:04:08
178614,25,2023-09-25 10:04:23
185009,15,2023-09-25 10:23:46
185009,5,2023-09-25 10:24:07
185009,12,2023-09-25 10:24:35
185009,13,2023-09-25 10:25:29
184990,24,2023-09-25 10:37:38
184990,24,2023-09-25 10:37:38
184990,24,2023-09-25 10:37:40
184990,24,2023-09-25 10:39:12
184990,24,2023-09-25 10:39:12
184990,24,2023-09-25 10:39:12
184990,24,2023-09-25 10:39:13
184990,24,2023-09-25 10:39:13
186153,32,2023-09-25 10:39:22
186153,38,2023-09-25 10:39:24
180545,4,2023-09-25 10:40:45
185004,32,2023-09-25 10:54:58
185009,14,2023-09-25 10:55:00
185009,32,2023-09-25 10:55:22
185009,38,2023-09-25 10:55:42
185004,14,2023-09-25 10:57:43
185009,39,2023-09-25 11:04:01
185011,20,2023-09-25 11:09:03
185011,22,2023-09-25 11:09:05
185011,8,2023-09-25 11:09:17
185011,8,2023-09-25 11:09:17
186157,8,2023-09-25 11:16:20
186157,8,2023-09-25 11:16:21
184988,29,2023-09-25 11:36:35
